,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
11976,1670,野村 胡堂,56345,銭形平次捕物控 107 梅吉殺し,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-08-07,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11979,1670,野村 胡堂,54677,銭形平次捕物控 109 二人浜路,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-08,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11980,1670,野村 胡堂,56346,銭形平次捕物控 109 二人浜路,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-08-27,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11981,1670,野村 胡堂,54676,銭形平次捕物控 110 十万両の行方,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-10,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11982,1670,野村 胡堂,56359,銭形平次捕物控 110 十万両の行方,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-09-04,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11983,1670,野村 胡堂,54674,銭形平次捕物控 111 火遁の術,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-12,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11984,1670,野村 胡堂,56370,銭形平次捕物控 111 火遁の術,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-08-18,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11985,1670,野村 胡堂,56353,銭形平次捕物控 112 狐の嫁入,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-08-27,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11986,1670,野村 胡堂,54675,銭形平次捕物控 112 狐の嫁入,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-15,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11987,1670,野村 胡堂,56385,銭形平次捕物控 113 北冥の魚,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-09-06,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11988,1670,野村 胡堂,54691,銭形平次捕物控 113 北冥の魚,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-01-26,錢形平次捕物全集第二十二卷　美少年國,同光社,1954（昭和29）年3月25日,1954（昭和29）年11月20日再版
11989,1670,野村 胡堂,56354,銭形平次捕物控 114 遺書の罪,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-09-17,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11990,1670,野村 胡堂,54683,銭形平次捕物控 114 遺書の罪,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-19,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11991,1670,野村 胡堂,54715,銭形平次捕物控 115 二階の娘,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-22,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
11992,1670,野村 胡堂,56339,銭形平次捕物控 115 二階の娘,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-09-27,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11993,1670,野村 胡堂,54714,銭形平次捕物控 116 女の足跡,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-24,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
11994,1670,野村 胡堂,56375,銭形平次捕物控 116 女の足跡,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-10-05,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11995,1670,野村 胡堂,54712,銭形平次捕物控 117 雪の夜,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-27,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
11996,1670,野村 胡堂,56340,銭形平次捕物控 117 雪の夜,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-10-26,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11997,1670,野村 胡堂,54713,銭形平次捕物控 118 吹矢の紅,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-30,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
11998,1670,野村 胡堂,56355,銭形平次捕物控 118 吹矢の紅,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-11-06,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11999,1670,野村 胡堂,54711,銭形平次捕物控 119 白紙の恐怖,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-02,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
12000,1670,野村 胡堂,56341,銭形平次捕物控 119 白紙の恐怖,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-11-16,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
12001,1670,野村 胡堂,54704,銭形平次捕物控 120 六軒長屋,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-05,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
12002,1670,野村 胡堂,56369,銭形平次捕物控 120 六軒長屋,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-11-26,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
12005,1670,野村 胡堂,54708,銭形平次捕物控 122 お由良の罪,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-09,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
12006,1670,野村 胡堂,56356,銭形平次捕物控 122 お由良の罪,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-12-17,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12007,1670,野村 胡堂,54710,銭形平次捕物控 123 矢取娘,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-12,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
12008,1670,野村 胡堂,56380,銭形平次捕物控 123 矢取娘,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-12-27,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12009,1670,野村 胡堂,56350,銭形平次捕物控 124 唖娘,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-09-15,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12010,1670,野村 胡堂,54699,銭形平次捕物控 124 唖娘,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-15,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
12011,1670,野村 胡堂,54707,銭形平次捕物控 125 青い帯,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-20,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
12012,1670,野村 胡堂,56378,銭形平次捕物控 125 青い帯,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-09-24,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12013,1670,野村 胡堂,54709,銭形平次捕物控 126 辻斬,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-23,錢形平次捕物全集第二十四卷　吹矢の紅,同光社,1954（昭和29）年4月25日,1954（昭和29）年4月25日
12014,1670,野村 胡堂,56376,銭形平次捕物控 126 辻斬,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-10-05,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12017,1670,野村 胡堂,56377,銭形平次捕物控 128 月の隈,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-09-29,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12018,1670,野村 胡堂,54727,銭形平次捕物控 128 月の隈,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-09-29,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
12019,1670,野村 胡堂,54726,銭形平次捕物控 129 お吉お雪,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-10-02,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
12020,1670,野村 胡堂,56373,銭形平次捕物控 129 お吉お雪,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-10-02,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12021,1670,野村 胡堂,54717,銭形平次捕物控 130 仏敵,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-10-05,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
12022,1670,野村 胡堂,56374,銭形平次捕物控 130 仏敵,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-03-24,銭形平次捕物控（十三）青い帯,嶋中文庫、嶋中書店,2005（平成17）年7月20日第1刷,2005（平成17）年7月20日第1刷
12024,1670,野村 胡堂,54725,銭形平次捕物控 132 雛の別れ,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-10-08,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
12025,1670,野村 胡堂,56403,銭形平次捕物控 132 雛の別れ,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-10-08,銭形平次捕物控（十四）雛の別れ,嶋中文庫、嶋中書店,2005（平成17）年8月20日第1刷,2005（平成17）年8月20日第1刷
12026,1670,野村 胡堂,54720,銭形平次捕物控 133 井戸の茶碗,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-10-11,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
12027,1670,野村 胡堂,56401,銭形平次捕物控 133 井戸の茶碗,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-10-11,銭形平次捕物控（十四）雛の別れ,嶋中文庫、嶋中書店,2005（平成17）年8月20日第1刷,2005（平成17）年8月20日第1刷
12031,1670,野村 胡堂,54721,銭形平次捕物控 136 鐘五郎の死,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-10-26,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
12032,1670,野村 胡堂,56396,銭形平次捕物控 136 鐘五郎の死,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-10-26,銭形平次捕物控（十四）雛の別れ,嶋中文庫、嶋中書店,2005（平成17）年8月20日第1刷,2005（平成17）年8月20日第1刷
12033,1670,野村 胡堂,54648,銭形平次捕物控 137 紅い扱帯,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-01-26,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12034,1670,野村 胡堂,56392,銭形平次捕物控 137 紅い扱帯,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-10-29,銭形平次捕物控（十四）雛の別れ,嶋中文庫、嶋中書店,2005（平成17）年8月20日第1刷,2005（平成17）年8月20日第1刷
12035,1670,野村 胡堂,54645,銭形平次捕物控 138 第廿七吉,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-01-30,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12036,1670,野村 胡堂,56394,銭形平次捕物控 138 第廿七吉,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-11-06,銭形平次捕物控（十四）雛の別れ,嶋中文庫、嶋中書店,2005（平成17）年8月20日第1刷,2005（平成17）年8月20日第1刷
12037,1670,野村 胡堂,56405,銭形平次捕物控 139 父の遺書,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-11-16,銭形平次捕物控（十四）雛の別れ,嶋中文庫、嶋中書店,2005（平成17）年8月20日第1刷,2005（平成17）年8月20日第1刷
12038,1670,野村 胡堂,54647,銭形平次捕物控 139 父の遺書,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-02-05,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12039,1670,野村 胡堂,54649,銭形平次捕物控 140 五つの命,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-02-08,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12040,1670,野村 胡堂,56398,銭形平次捕物控 140 五つの命,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-11-26,銭形平次捕物控（十四）雛の別れ,嶋中文庫、嶋中書店,2005（平成17）年8月20日第1刷,2005（平成17）年8月20日第1刷
12041,1670,野村 胡堂,54646,銭形平次捕物控 141 二枚の小判,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-02-11,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12042,1670,野村 胡堂,56391,銭形平次捕物控 141 二枚の小判,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-12-05,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12043,1670,野村 胡堂,54644,銭形平次捕物控 142 権八の罪,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-02-14,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12044,1670,野村 胡堂,56390,銭形平次捕物控 142 権八の罪,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-12-15,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12045,1670,野村 胡堂,54643,銭形平次捕物控 143 仏喜三郎,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-02-19,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12046,1670,野村 胡堂,56389,銭形平次捕物控 143 仏喜三郎,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-12-27,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12047,1670,野村 胡堂,56388,銭形平次捕物控 144 茶碗割り,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-01-08,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12048,1670,野村 胡堂,54640,銭形平次捕物控 144 茶碗割り,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-02-23,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12049,1670,野村 胡堂,54641,銭形平次捕物控 145 蜘蛛の巣,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-02-26,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12050,1670,野村 胡堂,56406,銭形平次捕物控 145 蜘蛛の巣,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-01-18,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12051,1670,野村 胡堂,54642,銭形平次捕物控 146 秤座政談,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-03-02,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12052,1670,野村 胡堂,56400,銭形平次捕物控 146 秤座政談,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-01-28,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12053,1670,野村 胡堂,54651,銭形平次捕物控 147 縞の財布,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-03-05,錢形平次捕物全集第十七卷　權八の罪,同光社磯部書房,1953（昭和28）年10月10日,1953（昭和28）年10月10日
12054,1670,野村 胡堂,56402,銭形平次捕物控 147 縞の財布,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-02-06,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12055,1670,野村 胡堂,54655,銭形平次捕物控 148 彦徳の面,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-03-08,錢形平次捕物全集第十八卷　彦徳の面,同光社磯部書房,1953（昭和28）年10月20日,1953（昭和28）年10月20日
12056,1670,野村 胡堂,56404,銭形平次捕物控 148 彦徳の面,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-02-12,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12057,1670,野村 胡堂,56393,銭形平次捕物控 149 遺言状,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-02-27,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12058,1670,野村 胡堂,54652,銭形平次捕物控 149 遺言状,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-03-11,錢形平次捕物全集第十八卷　彦徳の面,同光社磯部書房,1953（昭和28）年10月20日,1953（昭和28）年10月20日
12059,1670,野村 胡堂,54657,銭形平次捕物控 150 槍の折れ,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-03-14,錢形平次捕物全集第十八卷　彦徳の面,同光社磯部書房,1953（昭和28）年10月20日,1953（昭和28）年10月20日
12060,1670,野村 胡堂,56399,銭形平次捕物控 150 槍の折れ,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2015-05-02,銭形平次捕物控（十五）茶碗割り,嶋中文庫、嶋中書店,2005（平成17）年9月20日第1刷,2005（平成17）年9月20日第1刷
12062,1670,野村 胡堂,57213,銭形平次捕物控 152 棟梁の娘,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-03-07,橋の上の女　――銭形平次傑作選②,潮出版社,1992（平成4）年12月15日,1992（平成4）年12月15日
12063,1670,野村 胡堂,55693,銭形平次捕物控 152 棟梁の娘,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-10-26,錢形平次捕物全集第二十九卷　浮世繪の女,同光社,1954（昭和29）年7月15日,1954（昭和29）年7月15日
12079,1670,野村 胡堂,58210,銭形平次捕物控 168 詭計の豆,新字新仮名,,結城宏,江村秀之,公開,2020-03-18,銭形平次捕物控（九）　全十冊,角川文庫、角川書店,1968（昭和43）年3月30日11版,1968（昭和43）年3月30日11版
12080,1670,野村 胡堂,54667,銭形平次捕物控 168 詭計の豆,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-06-04,錢形平次捕物全集第十九卷　神隱し,同光社磯部書房,1953（昭和28）年11月5日,1953（昭和28）年11月5日
12086,1670,野村 胡堂,57206,銭形平次捕物控 174 髷切り,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-03-28,橋の上の女　――銭形平次傑作選②,潮出版社,1992（平成4）年12月15日,1992（平成4）年12月15日
12087,1670,野村 胡堂,54681,銭形平次捕物控 174 髷切り,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-06-23,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
12095,1670,野村 胡堂,58209,銭形平次捕物控 182 尼が紅,新字新仮名,,結城宏,江村秀之,公開,2020-04-10,銭形平次捕物控（九）　全十冊,角川文庫、角川書店,1968（昭和43）年3月30日11版,1968（昭和43）年3月30日11版
12096,1670,野村 胡堂,54673,銭形平次捕物控 182 尼が紅,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-09,錢形平次捕物全集第十九卷　神隱し,同光社磯部書房,1953（昭和28）年11月5日,1953（昭和28）年11月5日
12110,1670,野村 胡堂,57207,銭形平次捕物控 200 死骸の花嫁,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-04-19,七人の花嫁　――銭形平次傑作選①,潮出版社,1992（平成4）年12月15日,1992（平成4）年12月15日
12111,1670,野村 胡堂,54728,銭形平次捕物控 200 死骸の花嫁,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-03-14,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
12120,1670,野村 胡堂,54754,銭形平次捕物控 211 遠眼鏡の殿様,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-04-16,錢形平次捕物全集第二十八卷　遠眼鏡の殿樣,同光社,1954（昭和29）年6月25日,1954（昭和29）年6月25日
12121,1670,野村 胡堂,57248,銭形平次捕物控 211 遠眼鏡の殿様,新字新仮名,,特定非営利活動法人はるかぜ,江村秀之,公開,2020-04-28,奇譚　銭形平次　「銭形平次捕物控」傑作選,ＰＨＰ文庫、ＰＨＰ研究所,2008（平成20）年10月17日第1版第1刷,2008（平成20）年10月17日第1版第1刷
12123,1670,野村 胡堂,57214,銭形平次捕物控 213 一と目千両,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2020-05-07,橋の上の女　――銭形平次傑作選②,潮出版社,1992（平成4）年12月15日,1992（平成4）年12月15日
12124,1670,野村 胡堂,54748,銭形平次捕物控 213 一と目千両,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-04-22,錢形平次捕物全集第二十七卷　猿蟹合戰,同光社,1954（昭和29）年6月10日,1954（昭和29）年6月10日
12143,1670,野村 胡堂,57215,銭形平次捕物控 233 鬼の面,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-20,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
12144,1670,野村 胡堂,54759,銭形平次捕物控 233 鬼の面,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-06-17,錢形平次捕物全集第三十卷　色若衆,同光社,1954（昭和29）年8月5日,1954（昭和29）年8月5日
12145,1670,野村 胡堂,57205,銭形平次捕物控 236 夕立の女,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-23,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
12146,1670,野村 胡堂,54765,銭形平次捕物控 236 夕立の女,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-06-20,錢形平次捕物全集第三十卷　色若衆,同光社,1954（昭和29）年8月5日,1954（昭和29）年8月5日
12147,1670,野村 胡堂,55701,銭形平次捕物控 237 毒酒薬酒,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-06-23,錢形平次捕物全集第三十四卷　江戸の夜光石,同光社,1954（昭和29）年10月25日,1954（昭和29）年10月25日
12148,1670,野村 胡堂,57208,銭形平次捕物控 237 毒酒薬酒,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-26,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
12151,1670,野村 胡堂,57203,銭形平次捕物控 239 群盗,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-17,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
12152,1670,野村 胡堂,55850,銭形平次捕物控 239 群盗,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2017-06-29,錢形平次捕物全集第三十五卷　花嫁の幻想,同光社,1954（昭和29）年11月15日,1954（昭和29）年11月15日
12158,1670,野村 胡堂,57202,銭形平次捕物控 246 万両分限,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-07-14,銭形平次捕物控　猿回し,毎日新聞社,1999（平成11）年6月10日,1999（平成11）年6月10日
12159,1670,野村 胡堂,54583,銭形平次捕物控 246 万両分限,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-07-26,錢形平次捕物全集第三卷　五月人形,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
12187,1670,野村 胡堂,54585,銭形平次捕物控 277 和蘭の銀貨,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-12-18,錢形平次捕物全集第三卷　五月人形,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
