,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
6383,1095,坂口 安吾,42868,悪妻論,新字旧仮名,,tatsuki,oterudon,公開,2007-07-20,坂口安吾全集　05,筑摩書房,1998（平成10）年6月20日初版第1刷,1998（平成10）年6月20日初版第1刷
6386,1095,坂口 安吾,45809,新らしき性格感情,新字旧仮名,,tatsuki,noriko saito,公開,2009-05-26,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6387,1095,坂口 安吾,45734,新らしき性格感情,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-08-23,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6388,1095,坂口 安吾,45811,新らしき文学,新字旧仮名,,tatsuki,noriko saito,公開,2009-06-07,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6389,1095,坂口 安吾,45735,新らしき文学,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-10-17,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6435,1095,坂口 安吾,42911,家康,新字旧仮名,,tatsuki,小林繁雄,公開,2007-01-17,坂口安吾全集　04,筑摩書房,1998（平成10）年5月22日初版第1刷,1998（平成10）年5月22日初版第1刷
6436,1095,坂口 安吾,57478,家康,新字新仮名,,日根敏晶,まつもこ,公開,2017-10-20,桜の森の満開の下,講談社文芸文庫、講談社,2015（平成27）年4月15日第47刷,2016（平成28）年5月20日第48刷
6450,1095,坂口 安吾,56809,意慾的創作文章の形式と方法,新字新仮名,,Nana ohbe,酒井裕二,公開,2016-02-27,堕落論・日本文化私観　他二十二篇,岩波文庫、岩波書店,2013（平成25）年4月5日第6刷,2014（平成26）年11月14日第7刷
6451,1095,坂口 安吾,45825,意慾的創作文章の形式と方法,新字旧仮名,,tatsuki,伊藤時也,公開,2010-06-29,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6468,1095,坂口 安吾,56800,オモチャ箱,新字新仮名,,Nana ohbe,酒井裕二,公開,2015-07-06,風と光と二十の私と・いずこへ　他十六篇,岩波文庫、岩波書店,2013（平成25）年1月25日第3刷,2013（平成25）年1月25日第3刷
6469,1095,坂口 安吾,42867,オモチャ箱,新字旧仮名,,tatsuki,宮元淳一,公開,2006-04-29,坂口安吾全集　05,筑摩書房,1998（平成10）年6月20日初版第1刷,1998（平成10）年6月20日初版第1刷
6477,1095,坂口 安吾,56811,咢堂小論,新字新仮名,,Nana ohbe,酒井裕二,公開,2016-06-12,堕落論・日本文化私観　他二十二篇,岩波文庫、岩波書店,2013（平成25）年4月5日第6刷,2014（平成26）年11月14日第7刷
6478,1095,坂口 安吾,42886,咢堂小論,新字旧仮名,,tatsuki,宮元淳一,公開,2006-06-17,坂口安吾全集　04,筑摩書房,1998（平成10）年5月22日初版第１刷,1998（平成10）年5月22日初版第１刷
6484,1095,坂口 安吾,42616,風博士,新字新仮名,,砂場清隆,伊藤時也,公開,2006-01-01,坂口安吾全集１,ちくま文庫、筑摩書房,1989（平成元）年12月25日第2刷,1989（平成元）年12月4日第1刷
6485,1095,坂口 安吾,43024,風博士,新字旧仮名,,砂場清隆,土屋隆,公開,2008-05-14,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6491,1095,坂口 安吾,43004,閑山,新字旧仮名,,tatsuki,今井忠夫,公開,2006-01-23,坂口安吾全集　02,筑摩書房,1999（平成11）年4月20日初版第1刷,1999（平成11）年4月20日初版第1刷
6492,1095,坂口 安吾,57479,閑山,新字新仮名,,日根敏晶,noriko saito,公開,2019-02-17,桜の森の満開の下,講談社文芸文庫、講談社,2015（平成27）年4月15日第47刷,2015（平成27）年4月15日第47刷
6500,1095,坂口 安吾,56812,教祖の文学 ――小林秀雄論――,新字新仮名,,Nana ohbe,酒井裕二,公開,2015-10-20,堕落論・日本文化私観　他二十二篇,岩波文庫、岩波書店,2013（平成25）年4月5日第6刷,2014（平成26）年11月14日第7刷
6501,1095,坂口 安吾,42864,教祖の文学 ――小林秀雄論――,新字旧仮名,,tatsuki,宮元淳一,公開,2006-04-27,坂口安吾全集　05,筑摩書房,1998（平成10）年6月20日初版第1刷,1998（平成10）年6月20日初版第1刷
6532,1095,坂口 安吾,45720,講談先生,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-08-23,坂口安吾選集　第五巻小説5,講談社,1982（昭和57）年6月12日第1刷,1982（昭和57）年6月12日第1刷
6533,1095,坂口 安吾,45880,講談先生,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-13,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6539,1095,坂口 安吾,45832,枯淡の風格を排す,新字旧仮名,,tatsuki,伊藤時也,公開,2010-07-08,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6540,1095,坂口 安吾,45738,枯淡の風格を排す,新字新仮名,,高田農業高校生産技術科流通経済コース,富田晶子,公開,2016-11-25,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6547,1095,坂口 安吾,45786,今後の寺院生活に対する私考,新字旧仮名,,tatsuki,noriko saito,公開,2009-05-22,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6548,1095,坂口 安吾,44917,今後の寺院生活に対する私考,新字新仮名,,うてな,noriko saito,公開,2006-08-19,堕落論,新潮社,2004（平成16）年4月20日5刷,2005（平成17）年2月10日6刷
6549,1095,坂口 安吾,45737,今日の感想,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-10-17,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6550,1095,坂口 安吾,45876,今日の感想,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-05,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6570,1095,坂口 安吾,56801,篠笹の陰の顔,新字新仮名,,Nana ohbe,酒井裕二,公開,2015-07-15,風と光と二十の私と・いずこへ　他十六篇,岩波文庫、岩波書店,2013（平成25）年1月25日第3刷,2013（平成25）年1月25日第3刷
6571,1095,坂口 安吾,45852,篠笹の陰の顔,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-29,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6612,1095,坂口 安吾,57480,禅僧,新字新仮名,,日根敏晶,noriko saito,公開,2019-10-20,桜の森の満開の下,講談社文芸文庫、講談社,2015（平成27）年4月15日第47刷,2015（平成27）年4月15日第47刷
6613,1095,坂口 安吾,42978,禅僧,新字旧仮名,,tatsuki,今井忠夫,公開,2006-01-07,坂口安吾全集　02,筑摩書房,1999（平成11）年4月20日初版第1刷発行,1999（平成11）年4月20日初版第1刷発行
6639,1095,坂口 安吾,57481,小さな部屋,新字新仮名,,日根敏晶,まつもこ,公開,2017-10-20,桜の森の満開の下,講談社文芸文庫、講談社,2015（平成27）年4月15日第47刷,2016（平成28）年5月20日第48刷
6640,1095,坂口 安吾,45807,小さな部屋,新字旧仮名,,tatsuki,伊藤時也,公開,2010-06-15,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6644,1095,坂口 安吾,45714,茶番に寄せて,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-08-23,坂口安吾選集　第一巻小説1,講談社,1982（昭和57）年7月12日第1刷,1982（昭和57）年7月12日第1刷
6645,1095,坂口 安吾,45846,茶番に寄せて,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-25,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6654,1095,坂口 安吾,45650,土の中からの話,新字新仮名,,田中敬三,noriko saito,公開,2006-08-19,桜の森の満開の下,講談社文芸文庫、講談社,2004（平成16）年12月3日第34刷,2005（平成17）年8月10日第36刷
6655,1095,坂口 安吾,45890,土の中からの話,新字旧仮名,,tatsuki,noriko saito,公開,2008-11-06,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6662,1095,坂口 安吾,56815,デカダン文学論,新字新仮名,,Nana ohbe,酒井裕二,公開,2016-02-12,堕落論・日本文化私観　他二十二篇,岩波文庫、岩波書店,2013（平成25）年4月5日第6刷,2014（平成26）年11月14日第7刷
6663,1095,坂口 安吾,42901,デカダン文学論,新字旧仮名,,tatsuki,宮元淳一,公開,2006-06-26,坂口安吾全集　04,筑摩書房,1998（平成10）年5月22日初版第1刷,1998（平成10）年5月22日初版第1刷
6672,1095,坂口 安吾,57482,道鏡,新字新仮名,,日根敏晶,村並秀昭,公開,2020-10-20,桜の森の満開の下,講談社文芸文庫、講談社,2015（平成27）年4月15日第47刷,2019（平成31）年1月18日第50刷
6673,1095,坂口 安吾,42910,道鏡,新字旧仮名,,tatsuki,岩澤秀紀,公開,2008-03-30,坂口安吾全集　04,筑摩書房,1998（平成10）年5月22日初版第1刷,1998（平成10）年5月22日初版第1刷
6678,1095,坂口 安吾,45815,長島の死,新字旧仮名,,tatsuki,伊藤時也,公開,2010-06-15,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6679,1095,坂口 安吾,45742,長島の死,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-08-23,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6693,1095,坂口 安吾,45728,二十一,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-10-24,坂口安吾選集　第六巻　小説６,講談社,1982（昭和57）年4月12日第1刷,1982（昭和57）年4月12日第1刷
6694,1095,坂口 安吾,45883,二十一,新字旧仮名,,tatsuki,noriko saito,公開,2010-07-30,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6695,1095,坂口 安吾,56803,二十七歳,新字新仮名,,Nana ohbe,酒井裕二,公開,2015-10-20,風と光と二十の私と・いずこへ　他十六篇,岩波文庫、岩波書店,2013（平成25）年1月25日第3刷,2013（平成25）年1月25日第3刷
6696,1095,坂口 安吾,42847,二十七歳,新字旧仮名,,tatsuki,深津辰男・美智子,公開,2009-06-27,坂口安吾全集　05,筑摩書房,1998（平成10）年6月20日初版第1刷,1998（平成10）年6月20日初版第1刷
6718,1095,坂口 安吾,56804,母,新字新仮名,,Nana ohbe,酒井裕二,公開,2016-05-10,風と光と二十の私と・いずこへ　他十六篇,岩波文庫、岩波書店,2013（平成25）年1月25日第3刷,2013（平成25）年1月25日第3刷
6719,1095,坂口 安吾,45803,母,新字旧仮名,,tatsuki,noriko saito,公開,2009-06-11,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6727,1095,坂口 安吾,45716,ピエロ伝道者,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-08-27,坂口安吾選集　第一巻小説1,講談社,1982（昭和57）年7月12日第1刷,1982（昭和57）年7月12日第1刷
6728,1095,坂口 安吾,45790,ピエロ伝道者,新字旧仮名,,tatsuki,noriko saito,公開,2009-05-30,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6729,1095,坂口 安吾,45744,悲願に就て ――「文芸」の作品批評に関聯して――,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-10-17,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6730,1095,坂口 安吾,45828,悲願に就て ――「文芸」の作品批評に関聯して――,新字旧仮名,,tatsuki,伊藤時也,公開,2010-06-29,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6755,1095,坂口 安吾,44919,文学のふるさと,新字新仮名,,うてな,noriko saito,公開,2006-08-19,堕落論,新潮社,2004（平成16）年4月20日5刷,2005（平成17）年2月10日6刷
6756,1095,坂口 安吾,45861,文学のふるさと,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-25,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6759,1095,坂口 安吾,45819,文章その他,新字旧仮名,,tatsuki,noriko saito,公開,2009-06-11,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6760,1095,坂口 安吾,45746,文章その他,新字新仮名,,高田農業高校生産技術科流通経済コース,富田晶子,公開,2016-12-17,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6761,1095,坂口 安吾,56816,文章の一形式,新字新仮名,,Nana ohbe,酒井裕二,公開,2016-02-27,堕落論・日本文化私観　他二十二篇,岩波文庫、岩波書店,2013（平成25）年4月5日第6刷,2014（平成26）年11月14日第7刷
6762,1095,坂口 安吾,45838,文章の一形式,新字旧仮名,,tatsuki,noriko saito,公開,2009-06-11,坂口安吾全集　01,筑摩書房,1999（平成11）年5月20日初版第1刷,1999（平成11）年5月20日初版第1刷
6779,1095,坂口 安吾,42899,魔の退屈,新字旧仮名,,tatsuki,深津辰男・美智子,公開,2009-07-11,坂口安吾全集　04,筑摩書房,1998（平成10）年5月22日初版第1刷,1998（平成10）年5月22日初版第1刷　
6780,1095,坂口 安吾,56805,魔の退屈,新字新仮名,,Nana ohbe,酒井裕二,公開,2015-07-15,風と光と二十の私と・いずこへ　他十六篇,岩波文庫、岩波書店,2013（平成25）年1月25日第3刷,2013（平成25）年1月25日第3刷
6811,1095,坂口 安吾,56818,文字と速力と文学,新字新仮名,,Nana ohbe,酒井裕二,公開,2016-02-12,堕落論・日本文化私観　他二十二篇,岩波文庫、岩波書店,2013（平成25）年4月5日第6刷,2014（平成26）年11月14日第7刷
6812,1095,坂口 安吾,45853,文字と速力と文学,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-29,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6825,1095,坂口 安吾,45749,予告殺人事件,新字新仮名,,高田農業高校生産技術科流通経済コース,小林繁雄,公開,2006-10-19,坂口安吾選集　第十巻エッセイ1,講談社,1982（昭和57）年8月12日第1刷,1982（昭和57）年8月12日第1刷
6826,1095,坂口 安吾,45888,予告殺人事件,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-09,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
6828,1095,坂口 安吾,56819,余はベンメイす,新字新仮名,,Nana ohbe,酒井裕二,公開,2016-02-17,堕落論・日本文化私観　他二十二篇,岩波文庫、岩波書店,2013（平成25）年4月5日第6刷,2014（平成26）年11月14日第7刷
6829,1095,坂口 安吾,42849,余はベンメイす,新字旧仮名,,tatsuki,noriko saito,公開,2009-03-16,坂口安吾全集　05,筑摩書房,1998（平成10）年6月20日初版第1刷,1998（平成10）年6月20日初版第1刷
6838,1095,坂口 安吾,56807,流浪の追憶,新字新仮名,,Nana ohbe,酒井裕二,公開,2015-07-20,風と光と二十の私と・いずこへ　他十六篇,岩波文庫、岩波書店,2013（平成25）年1月25日第3刷,2013（平成25）年1月25日第3刷
6839,1095,坂口 安吾,42980,流浪の追憶,新字旧仮名,,tatsuki,今井忠夫,公開,2006-01-07,坂口安吾全集　02,筑摩書房,1999（平成11）年4月20日初版第1刷発行,1999（平成11）年4月20日初版第1刷発行
7334,1248,佐藤 垢石,46519,たぬき汁,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2007-01-01,日本の名随筆59　菜,作品社,1997（平成9）年5月20日第8刷,
7335,1248,佐藤 垢石,46792,たぬき汁,新字新仮名,,門田裕志,仙酔ゑびす,公開,2007-04-16,完本　たぬき汁,つり人ノベルズ、つり人社,1993（平成5）年2月10日第1刷,1993（平成5）年2月10日第1刷
7366,1248,佐藤 垢石,46520,水垢を凝視す,新字新仮名,,門田裕志,Juki,公開,2007-01-04,日本の名随筆4　釣,作品社,1998（平成10）年1月30日第26刷,1989（平成元）年10月31日第15刷
7367,1248,佐藤 垢石,46565,水垢を凝視す,新字旧仮名,,門田裕志,山本弘子,公開,2010-07-03,集成　日本の釣り文学　第九巻　釣り話　魚話,作品社,1996（平成8）年10月10日第1刷,1996（平成8）年10月10日第1刷
7547,1189,ジェファーソン トマス,45257,アメリカ独立宣言,新字旧仮名,福沢 諭吉,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2005-07-04,翻訳の思想　日本近代思想大系15,岩波書店,1991（平成3）年9月30日第1刷,
7548,1189,ジェファーソン トマス,60544,アメリカ独立宣言,新字新仮名,加藤 光一,加藤　光一,,公開,2020-07-04,,,,
7582,8,島木 健作,47383,癩,旧字旧仮名,,Nana ohbe,林幸雄,公開,2010-04-25,島木健作作品集　第四卷,創元社,1953（昭和28）年9月15日初版,1953（昭和28）年9月15日初版　
7583,8,島木 健作,697,癩,新字新仮名,,山形幸彦,野口英司,公開,1998-08-20,日本の文学　40　林房雄・武田麟太郎・島木健作,中央公論社,,
7792,1157,神西 清,47034,雪の宿り,新字旧仮名,,小林繁雄,小林繁雄、門田裕志,公開,2008-01-01,日本幻想文学集成19　神西清,国書刊行会,1993（平成5）年5月20日初版第1刷,1993（平成5）年5月20日初版第1刷
7793,1157,神西 清,43646,雪の宿り,新字新仮名,,佐野良二,小林繁雄、門田裕志,公開,2008-01-01,日本幻想文学集成19　神西清,国書刊行会,1993（平成5）年5月20日初版第1刷,1993（平成5）年5月20日初版第1刷
8024,1213,瀬沼 夏葉,50220,六号室,新字新仮名,瀬沼 夏葉,阿部哲也,米田,公開,2011-03-02,明治文學全集　82　明治女流文學集（二）,筑摩書房,1989（平成元）年2月20日初版第5刷,1984（昭和59）年2月20日初版第4刷
8025,1213,瀬沼 夏葉,45667,六号室,旧字旧仮名,瀬沼 夏葉,阿部哲也,岩渕祐子,公開,2006-10-03,明治文學全集　82　明治女流文學集（二）,筑摩書房,1989（平成元）年2月20日初版第5刷,1965（昭和40）年12月10日
8254,1675,竹内 浩三,54820,雲,新字新仮名,,坂本真一,雪森,公開,2014-08-08,竹内浩三全作品集　日本が見えない　全1巻,藤原書店,2002（平成14）年8月30日初版第5刷,2001（平成13）年11月30日初版第1刷
8255,1675,竹内 浩三,54823,雲,新字新仮名,,坂本真一,雪森,公開,2014-12-15,竹内浩三全作品集　日本が見えない　全1巻,藤原書店,2002（平成14）年8月30日初版第5刷,2001（平成13）年11月30日初版第1刷
8344,35,太宰 治,46597,青森,新字新仮名,,蒋龍,土屋隆,公開,2006-12-28,もの思う葦,新潮文庫、新潮社,1998（平成10）年10月15日39刷,2002（平成14）年5月30日42刷改版
8345,35,太宰 治,4357,青森,新字旧仮名,,砂場清隆,林幸雄,公開,2002-12-11,太宰治全集 10,筑摩書房,1990（平成2）年12月25日初版第1刷,
8376,35,太宰 治,307,お伽草紙,新字旧仮名,,八巻美恵,高橋じゅんや,公開,2000-01-13,太宰治全集第七巻,筑摩書房,1990（平成2）年6月27日初版第1刷,
8377,35,太宰 治,52380,お伽草紙,旧字旧仮名,,大沢たかお,阿部哲也,公開,2011-08-08,太宰治全集8,筑摩書房,1998（平成10）年11月25日初版第1刷,2001（平成13）年6月20日初版第2刷
8402,35,太宰 治,259,逆行,旧字旧仮名,,赤木孝之,湯地光弘,公開,1999-06-29,太宰治全集2,筑摩書房,1998（平成10）年5月25日初版第1刷,
8403,35,太宰 治,260,逆行,新字新仮名,,村田拓哉,青木直子,公開,1999-12-17,晩年,新潮文庫、新潮社,1972（昭和47）年8月30日43刷,1999（平成11）年6月25日105刷
8424,35,太宰 治,45688,五所川原,新字新仮名,,増山一光,土屋隆,公開,2006-03-15,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8425,35,太宰 治,52522,五所川原,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-23,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8426,35,太宰 治,4356,五所川原,新字旧仮名,,砂場清隆,林幸雄,公開,2002-12-11,太宰治全集 10,筑摩書房,1990（平成2）年12月25日初版第1刷,
8438,35,太宰 治,2263,猿面冠者,新字新仮名,,村田拓哉,青木直子,公開,1999-12-17,晩年,新潮文庫、新潮社,1999（平成11）年6月25日第105刷,
8439,35,太宰 治,2262,猿面冠者,旧字旧仮名,,赤木孝之,湯地光弘,公開,1999-06-15,太宰治全集2,筑摩書房,1998（平成10）年5月25日初版第1刷,
8445,35,太宰 治,52682,私信,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-29,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8446,35,太宰 治,45674,私信,新字新仮名,,増山一光,土屋隆,公開,2006-02-18,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8447,35,太宰 治,52462,自信の無さ,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-29,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8448,35,太宰 治,45675,自信の無さ,新字新仮名,,増山一光,土屋隆,公開,2006-02-18,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8456,35,太宰 治,46599,純真,新字新仮名,,蒋龍,土屋隆,公開,2006-12-28,もの思う葦,新潮文庫、新潮社,1998（平成10）年10月15日39刷,2002（平成14）年5月30日42刷改版
8457,35,太宰 治,4358,純真,新字旧仮名,,砂場清隆,林幸雄,公開,2002-12-11,太宰治全集 10,筑摩書房,1990（平成2）年12月25日初版第1刷,
8458,35,太宰 治,52374,春昼,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-29,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8459,35,太宰 治,43573,春昼,新字新仮名,,増山一光,小林繁雄,公開,2005-04-11,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1993（平成5）年1月5日第2刷
8483,35,太宰 治,45676,世界的,新字新仮名,,増山一光,土屋隆,公開,2006-02-18,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8484,35,太宰 治,52684,世界的,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-12,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8493,35,太宰 治,1575,ダス・ゲマイネ,旧字旧仮名,,土屋隆,増山一光,公開,2007-01-29,太宰治全集2,筑摩書房,1998（平成10）年5月25日初版第1刷,　
8494,35,太宰 治,42945,ダス・ゲマイネ,新字新仮名,,野口英司,八巻美恵,公開,2004-03-04,走れメロス,新潮文庫、新潮社,1989（平成元）年6月10日50刷,
8559,35,太宰 治,268,火の鳥,新字新仮名,,柴田卓治,高橋美奈子,公開,2000-01-26,太宰治全集2,ちくま文庫、筑摩書房,1988（昭和63）年9月27日第1刷,1998（平成10）年4月1日第2刷
8560,35,太宰 治,269,火の鳥,新字旧仮名,,西田,山本奈津恵,公開,2000-05-03,太宰治全集第二巻,筑摩書房,1989（平成元）年8月25日初版第1刷,
8573,35,太宰 治,52523,砂子屋,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-12,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8574,35,太宰 治,45689,砂子屋,新字新仮名,,増山一光,土屋隆,公開,2006-03-15,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8579,35,太宰 治,52464,無趣味,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-05,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8580,35,太宰 治,45671,無趣味,新字新仮名,,増山一光,土屋隆,公開,2006-02-18,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8581,35,太宰 治,52686,無題,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-05,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8582,35,太宰 治,45690,無題,新字新仮名,,増山一光,土屋隆,公開,2006-03-15,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8594,35,太宰 治,52526,容貌,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-05,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8595,35,太宰 治,1596,容貌,新字新仮名,,土屋隆,noriko saito,公開,2005-04-23,太宰治全集10,ちくま文庫、筑摩書房,1989（平成元）年6月27日第1刷,1996（平成8）年7月15日第3刷
8596,35,太宰 治,52687,横綱,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-05,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8597,35,太宰 治,45691,横綱,新字新仮名,,増山一光,土屋隆,公開,2006-03-15,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8603,35,太宰 治,312,列車,新字新仮名,,村田拓哉,青木直子,公開,1999-12-17,晩年,新潮文庫、新潮社,1972（昭和47）年8月30日43刷,1999（平成11）年6月25日105刷
8604,35,太宰 治,313,列車,旧字旧仮名,,赤木孝之,田尻幹二,公開,1999-05-31,太宰治全集2,筑摩書房,1998（平成10）年5月25日初版第1刷,
8605,35,太宰 治,45668,六月十九日,新字新仮名,,増山一光,土屋隆,公開,2005-12-15,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8606,35,太宰 治,52235,六月十九日,旧字旧仮名,,増山一光,小林繁雄,公開,2011-02-28,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,1999（平成11）年3月25日初版第1刷
8612,35,太宰 治,52292,私の著作集,旧字旧仮名,,増山一光,阿部哲也,公開,2011-12-08,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
8613,35,太宰 治,45673,私の著作集,新字新仮名,,増山一光,土屋隆,公開,2006-02-18,太宰治全集10,ちくま文庫、筑摩書房,1998（平成10）年6月15日第4刷,1989（平成元）年6月27日第1刷
8665,154,田中 貢太郎,47990,青い紐,新字旧仮名,,川山隆,門田裕志,公開,2009-09-10,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
